name,activity,raw_p0,raw_r0,raw_p1,raw_r1,mod1_p0,mod1_r0,mod1_p1,mod1_r1,mod2_p0,mod2_r0,mod2_p1,mod2_r1
InterpolationAccelerometerKubaDownstairs3Apple.csv,downstairs,0.08666666666666667,1.0,1.0,0.04195804195804196,0.13,1.0,1.0,0.3916083916083916,0.12745098039215685,1.0,1.0,0.3776223776223776
InterpolationAccelerometerKubaDownstairs2Apple.csv,downstairs,0.11382113821138211,1.0,1.0,0.16153846153846155,0.6086956521739131,1.0,1.0,0.9307692307692308,0.56,1.0,1.0,0.9153846153846154
InterpolationAccelerometerKubaSquatsApple.csv,squats,0.06756756756756757,1.0,1.0,0.1375,0.75,1.0,1.0,0.9791666666666666,0.6818181818181818,1.0,1.0,0.9708333333333333
InterpolationAccelerometerKubaSittingApple.csv,sitting,0.0328719723183391,1.0,1.0,0.1452599388379205,0.95,1.0,1.0,0.9984709480122325,0.8636363636363636,1.0,1.0,0.9954128440366973
InterpolationAccelerometerKubaSquats2Apple.csv,squats,0.07804878048780488,1.0,1.0,0.23481781376518218,0.6666666666666666,1.0,1.0,0.9676113360323887,0.6153846153846154,1.0,1.0,0.9595141700404858
InterpolationAccelerometerKubaSquats3Apple.csv,squats,0.0945945945945946,1.0,1.0,0.1762295081967213,0.65625,1.0,1.0,0.9549180327868853,0.6176470588235294,1.0,1.0,0.9467213114754098
InterpolationAccelerometerKubaStanding2Apple.csv,standing,0.06349206349206349,0.9230769230769231,0.9411764705882353,0.04838709677419355,0.8888888888888888,0.9959514170040485,0.9411764705882353,0.9919354838709677,0.85,1.0,1.0,0.9879032258064516
InterpolationAccelerometerKubaStanding3Apple.csv,standing,0.07936507936507936,0.8,0.9090909090909091,0.03333333333333333,0.76,0.9873417721518988,0.8636363636363636,0.975,0.7407407407407407,0.9914893617021276,0.9090909090909091,0.9708333333333333
InterpolationAccelerometerKubaWalking2Apple.csv,walking,0.01951219512195122,1.0,1.0,0.3002610966057441,0.64,1.0,1.0,0.9921671018276762,0.5925925925925926,1.0,1.0,0.9904264577893821
InterpolationAccelerometerKubaDownstairsApple.csv,downstairs,0.26229508196721313,0.9411764705882353,0.9411764705882353,0.26229508196721313,0.8620689655172413,0.9291338582677166,0.7352941176470589,0.9672131147540983,0.8387096774193549,0.936,0.7647058823529411,0.9590163934426229
InterpolationAccelerometerKubaSitting2Apple.csv,sitting,0.03913894324853229,0.9888888888888889,0.9523809523809523,0.15344827586206897,1.0,0.9931506849315068,0.8095238095238095,1.0,0.9473684210526315,0.9948453608247423,0.8571428571428571,0.9982758620689656
InterpolationAccelerometerKubaUpstairsApple.csv,upstairs,0.11926605504587157,1.0,1.0,0.2440944881889764,0.8125,1.0,1.0,0.9763779527559056,0.7222222222222222,1.0,1.0,0.9606299212598425
InterpolationAccelerometerKubaWalkingApple.csv,walking,0.02356902356902357,1.0,1.0,0.13818722139673106,0.5185185185185185,1.0,1.0,0.9806835066864784,0.4827586206896552,1.0,1.0,0.9777117384843982
InterpolationAccelerometerKubaStandingApple.csv,standing,0.06437768240343347,1.0,1.0,0.09917355371900827,0.38461538461538464,1.0,1.0,0.9008264462809917,0.36585365853658536,1.0,1.0,0.8925619834710744
InterpolationAccelerometerKubaUpstairs2Apple.csv,upstairs,0.10077519379844961,0.975609756097561,0.9285714285714286,0.2564102564102564,0.8125,0.9935064935064936,0.9285714285714286,0.9807692307692307,0.7777777777777778,1.0,1.0,0.9743589743589743
InterpolationAccelerometerKubaLying3Apple.csv,lying,0.053824362606232294,0.9274193548387096,0.6785714285714286,0.2561247216035635,1.0,0.9697624190064795,0.5,1.0,1.0,0.9739696312364425,0.5714285714285714,1.0
